x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,y_Mauricio,y_Guadalupe,y_Jorgelina,y_NoeliaM,y_José,y_Cristian,y_Federico,y_Alejandro,y_Gabriel,y_Daniel,y_Natalia,y_Gustavo,y_NoeliaR
-767.974333082289,207.3906246266283,-491.17122397078634,-861.095099046665,-1166.7137549314193,742.7934922909392,170.32572173142893,-161.05467195521715,171.6496983481955,375.576808664295,-149.65571013962273,631.2104846164511,407.7797670963326,148.74519891880254,-99.07000968546932,-297.02205844978766,242.16380251570018,-192.02385911428757,9.268802041757061,86.86584896408309,57.426222843896326,103.78179186169056,158.4470300581925,-179.85804979437012,-54.31111945412508,143.1582222996558,-14.672980252453954,-237.8757606205643,-298.0398658363356,168.8574955105605,-0.9813435254802236,35.67562723768712,69.52873364113448,52.179175703674915,58.97428492892185,-203.6797834823654,94.67583452525548,-136.7565057367284,-103.46810037565777,-88.12903053365363,-108.39663677363976,-44.23981240192937,-131.4639724201226,-27.587829968956708,-149.2010207436769,-235.58280686380996,114.56674144764783,21.262878509626596,-11.066151856758879,45.350775102771685,-4.454495234838594,0.4033228012092081,-30.035181128419037,-78.31160307395393,30.5885265936672,-24.3560883964847,48.38257059851383,-35.81508862695053,-230.11842275510347,4.475413495160461,0,0,0,0,0,1,0,0,0,0,0,0,0
-901.4378454389804,-184.49979011963623,-115.76410639032262,-905.950487756227,-665.0451312997612,459.73822198678596,354.59185632286176,-254.5558133352301,265.91190278031996,9.15672285382412,-123.001269527278,435.3839306662188,-166.1956319907611,265.76119048748035,-112.07636112553283,-668.4355928901396,41.55175426361219,-273.02495688180704,345.6525977923499,-524.5415895285224,101.73178111451375,-111.02290475905228,87.35494504707732,147.19737301052805,-47.14784630965294,230.09061090862312,-46.531285524933764,208.82364847703207,-68.954132099675,124.35570367327945,-53.54585230913944,-223.7248490589836,71.31544877729338,257.4434443508378,90.71313894316346,-119.2692105099142,135.731348527322,-280.04556257249135,-240.18981133268318,23.011913842035565,6.137277797377675,-55.12205366123322,-133.1787453898611,-219.58358139393994,-289.53213080482266,120.69229010073049,125.46254073911578,-160.93588364998982,-213.6373073418521,254.55178984750395,-312.00210917007064,216.80823840264694,279.247611332005,193.16128647820116,-342.67887387062865,-250.3251744324436,-123.84183860098182,-21.26893031463957,-142.78979876430984,-165.03577858697327,0,0,0,0,0,1,0,0,0,0,0,0,0
-1421.214661076608,-229.7753678368327,-137.21281056080076,-1159.6767979064023,-27.99819095939477,57.4814374199309,-58.498354952389235,-361.8417506178189,444.30640340171834,422.15180074309836,-729.0984257192936,474.9904265247432,136.8731323223252,566.7887949916332,264.5799328246773,-938.2977768659827,269.98126200014855,-180.40928609536778,53.81364819734136,-49.99493283782033,495.2908450625356,-458.2825256375512,406.38203025390015,-112.97645737801707,-74.34425010606724,-68.59448397266458,143.88893630182997,97.01294358317088,-71.85147686692237,-433.7427399118045,23.35362524902703,-49.620569514095045,205.29734468707716,103.66303135046206,-230.33636022456216,-476.4309124268884,-319.3496090085037,440.51324699921514,318.81339932447503,-288.23612151833373,-5.901321190450127,-0.8177302972668052,-48.501944869742545,-6.2141509576202,-206.54363728290897,-176.9608410779553,65.1388033847091,-293.6686022723713,144.4209113109162,3.970081327535772,266.81290994988353,-127.33802245069596,-243.16620964780185,-13.058701009772983,-25.19597701734341,-13.636789092498592,81.84698109043269,155.63491687010347,-23.261273730921708,32.9656023549455,0,0,0,0,0,1,0,0,0,0,0,0,0
-556.5556472329347,733.2193665307823,-306.04532061880286,-1611.373623152006,320.2987387296836,299.35781549341976,-31.15046950409367,-1008.5643496807899,326.24165959787933,-15.702707243773501,13.391220847449283,-97.56119203893971,233.4438960232233,-274.28703735697917,20.20320024966683,-155.5472705989718,-364.17278258583303,129.41417095369508,143.89129720808444,-368.7839178533496,82.53315044814484,-269.395871729543,-218.27229384111487,47.04385596326472,-51.02313115165569,-54.20844644559713,460.60543455555137,56.21157430552716,-65.64665503985597,175.20303122187096,-159.86849818117415,46.47063453597896,161.994469521639,105.00358662683551,57.865527556995325,10.915354189591216,-116.509447215961,68.03213852646597,-10.428822675665216,-148.86218090955506,132.27073073529303,-277.1824857978099,66.98543820778492,67.24189754577831,-283.2661013973408,342.64626033831416,206.8863203266924,181.20093795073134,97.76825864926725,-168.56820435360956,-430.6096909075514,233.8790992213034,121.88235977788916,-16.6793518441589,-293.4295093068855,436.0439232601537,-105.13035909880246,-147.57860451420757,-189.52045434890823,-31.904198420975348,0,0,0,0,0,1,0,0,0,0,0,0,0
-514.1417916684359,204.66965684413432,-332.0129646997854,-1541.3722213498058,-519.7979425112153,195.05074939951652,110.12161277785216,-646.5883047422675,439.86352575117144,-383.8082998931298,-124.18775697335501,324.56728451365575,500.56614546391074,-87.79107625142979,73.2351341568975,-521.1102944662216,67.51398023664116,185.80874970264938,99.7127853993516,42.270103245817474,-151.35456107932544,-190.74393504278166,47.624910672817336,76.49538612814708,305.1180123420777,105.6381370616706,52.44346147813615,-97.34423764384559,395.0665769895776,292.27454717898496,14.361279589390525,35.50822490953506,-7.390614837999781,-20.197569114708486,187.13112784197318,-166.40393507366485,86.91994793439827,-143.00883608177307,101.92002765051778,-150.35108414056904,-50.87526884298088,-53.30648861636649,314.0015057968022,-2.3987984981117685,-19.30305625725387,22.472063621194046,-80.33638020605667,366.1909081933046,34.56396542328611,-349.98446906899005,-245.5061770920621,461.06760321765915,172.9400359615974,305.17341609574686,50.26130460028519,-52.9732529763513,-10.171124620323909,-69.94040135605094,108.88401254856862,-113.84581461067044,0,0,0,0,0,1,0,0,0,0,0,0,0
-791.9886355146988,510.865469607275,-764.2376551654361,-897.1295597297712,-1066.1069022427075,980.9905631079366,289.544617352532,-204.0478770052756,15.3424267009486,992.7648969589909,179.3565437887139,20.853425887208747,604.1797695502785,115.23460169659266,-299.88218704548535,-139.92743258862762,198.79074554382566,-420.04236997927705,161.3296690904105,-274.5988091569079,418.00008922092576,-50.177836716925626,242.32404633936693,-156.09280326641567,-60.348033169210524,-48.408621714250565,-28.623866090842977,-356.41391357363455,-227.127490151858,40.161915937622354,93.27930430227003,-87.6919032908415,164.20495290458567,341.194958637287,169.46181691380855,135.68077777733316,-39.51601875828674,-187.197848670819,-296.0536885728231,110.13161968910964,-19.855854437683558,-46.418283158567526,-132.7279665996215,52.65615975695642,93.07267577789426,43.82579136965852,184.54719078047282,-181.10931318963924,53.564800465578266,153.86010137747985,-324.9371281581635,-142.12507378616124,-98.29516910531734,-145.56885426884676,8.214182886250144,31.263148947068522,153.30055432540715,87.12325586243959,-24.805508897407513,-145.74802807597288,0,0,0,0,0,1,0,0,0,0,0,0,0
-858.770336844215,495.5852909597865,-728.6402033089188,-938.3190539518106,-1033.7091870041843,1009.1134355302693,272.22232977169887,-269.8673662681254,34.738419715649,1011.7742830353271,225.3485007490516,187.47957729750783,536.9292856194324,195.45003807705234,-406.6198540524942,-186.5989624542038,229.37122801375,-416.6271818731022,235.45753031414742,-328.9823223315279,468.5335305720128,-129.3586338923518,235.05925015613644,-177.30511564423531,-78.22277716593936,8.359383305671283,138.7318208766978,-314.8632291844642,-293.2732277167314,131.3717371308306,16.372486092408845,-98.78344660901509,21.651669299984633,358.0961287475714,57.33374450822117,19.36402617554074,-8.049013559806411,-182.87387236710777,-303.1782092035813,54.57758016721104,54.61032452993568,-7.802456100500816,-179.44791629076198,93.43352243718299,59.98859817034172,114.24437294312447,151.29980306217547,-172.98133342751166,50.142974128328206,208.92718050416153,-361.5595225454659,-133.25960973406467,-27.656527800075715,-67.93463585288158,-1.292782533843143,101.01693834129478,141.82306988315852,82.23238605440754,-10.351238226621948,-136.9338552987268,0,0,0,0,0,1,0,0,0,0,0,0,0
-817.6235017041613,242.38209772237985,-104.57404253706406,-1787.872747549743,152.4401620054426,189.4216489739026,422.19089727613243,-904.3341831212279,471.98387711257675,-88.84700583270043,-327.075616522587,49.830916371582965,312.65070692730734,248.750980852419,-241.26218981550778,-373.3791169273097,114.37226649768058,177.06161234509543,395.7391875078654,-504.37243240848807,209.8743709866816,-277.97249524866226,64.12579428404284,210.46870331811502,143.832834047052,195.23155600941257,432.01747153994813,-93.23139016581219,-354.57125391759587,65.37317265955191,-397.3833530763544,261.46541692305345,-29.681870910485433,-48.2898964707898,85.25833833102695,232.66041703938578,-279.46547019773845,-350.4832590898026,-68.37685454188008,197.7989475013017,296.1081974116413,218.6801403182615,-162.48140323000544,193.75029618433157,-111.19795485386939,236.1798002083952,-67.54366982353575,289.1231736444666,-52.63736808609063,-70.7688233593292,-118.50838272899385,136.58308266604848,42.914932334423355,14.3144370052015,86.51190283450833,126.7805630597788,-297.51798703395656,101.07358633615483,292.703915532435,179.15010527303082,0,0,0,0,0,1,0,0,0,0,0,0,0
-1054.7135321954192,76.74624579408085,-689.4987946413856,-720.3326644381327,-709.2707319264557,590.1262558754571,-79.54001509900006,36.649791721161904,35.96282096534057,419.8908935170765,-366.68751439623867,645.0904367614099,242.40200330616753,368.14424927126714,-32.472363588776034,-231.9395049462288,320.4997544466312,-100.41391217384039,195.67663440183784,162.6694433005067,101.82073902093781,145.23540804276416,237.20422908885703,-366.4287975706314,-99.29708005167944,121.2704500182768,316.0325988472748,108.91697507788966,-340.25881680366,162.3009969517868,-187.4545705556546,96.59573028967898,-128.75668717091023,143.71463439644094,-21.012998270758676,-210.64117967086514,221.49927205243858,-115.69516530906735,-70.3809427564739,46.52189210087344,-25.215238135577252,168.09471809864368,-118.37888023645456,272.6679759245108,-9.030811908528392,-47.95493698212879,109.28325484770981,66.53740970445489,-215.75834998131685,16.96318966763787,256.2950256966858,-53.708977338021164,-28.401102883945615,21.75236185424151,-69.65497579866242,25.761067836145088,70.57522802746905,-171.04466941723484,-136.02778541692126,-101.35280396827284,0,0,0,0,0,1,0,0,0,0,0,0,0
-613.2083718446985,283.6886911781592,-634.6864798103172,-1003.4566370159037,-1036.9933079867815,658.2954274065552,-73.7696076475425,-248.56607419052185,129.11082824483174,476.45778490205,-83.4595923880146,544.4292903499326,561.031041612184,41.60734074895841,58.32104922947481,-251.99238620479068,290.22158051948264,-149.27951622355587,-5.310946186911515,193.11860425542287,64.98332696247054,68.46226330388527,137.4789691573893,-43.05162557077311,121.36416510543738,-34.97794427419937,0.30694505430946145,-196.67985885273177,33.99785741855601,202.50283125741885,18.63833431253349,-139.36967701212282,59.65612648202826,-41.78660730216342,146.09794671885544,-242.09037832808804,127.45198695678071,74.02287621278096,198.09778165412658,-450.6859673746137,119.18360124771175,-142.84711561583114,-68.55886202911871,37.87422156191336,-250.6926666462658,-261.6185119654099,10.231720340749748,136.3150040909423,235.93605736440284,7.348602235116891,90.71738484348108,-13.289725875598803,131.17673931545946,-71.05726701323152,-65.80707296625928,120.873444009221,-5.250010040808822,-100.02444317710703,-33.72780011685006,-56.49801693283368,0,0,0,0,0,1,0,0,0,0,0,0,0
